,id,sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,occupation_type,result
2282,62803,1,1,1.0,666.0,2006.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2283,38925,2,0,1.0,47.0,2009.0,Full-time,4.0,Student (Specialist),False,university,0
2284,18811,2,0,1.0,1676.0,1998.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
2285,99025,2,1,1.0,139.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
2286,7538,1,1,1.0,510.0,2011.0,Full-time,0.0,Student (Specialist),Русский,work,1
2287,94595,2,1,1.0,511.0,2011.0,Full-time,2.0,Alumnus (Specialist),Русский,university,1
2288,17889,2,0,1.0,39.0,2007.0,Full-time,4.0,Alumnus (Specialist),False,work,0
2289,10104,1,1,1.0,1670.0,2017.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,1
2291,71008,1,0,1.0,986.0,2010.0,Full-time,1.0,Student (Specialist),False,university,1
2292,41901,2,0,1.0,575.0,2013.0,Full-time,1.0,Student (Specialist),Русский,university,1
2293,7765,2,0,1.0,250.0,0.0,Full-time,0.0,Alumnus (Specialist),False,university,0
2295,82119,1,0,1.0,283.0,2005.0,Full-time,7.0,Alumnus (Specialist),False,work,1
2296,89036,2,1,1.0,47.0,2013.0,Full-time,0.0,Student (Bachelor's),Русский,university,0
2297,48771,1,0,1.0,97.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский;English;Français;Español,work,1
2298,88968,2,0,1.0,629.0,2010.0,Full-time,4.0,Student (Specialist),Русский,university,0
2299,50629,2,0,1.0,370.0,2014.0,Full-time,0.0,Student (Specialist),Русский,university,0
2300,82842,2,1,1.0,1.0,2005.0,Full-time,0.0,Alumnus (Specialist),False,university,1
2301,50120,1,1,1.0,94.0,2014.0,Full-time,4.0,Alumnus (Specialist),Русский;Українська,university,1
2302,54406,1,0,1.0,1075.0,0.0,Full-time,7.0,Alumnus (Specialist),False,university,0
2303,74847,2,0,1.0,6.0,1982.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
2304,65991,1,0,1.0,266.0,2014.0,Part-time,0.0,Student (Specialist),Русский,university,1
2305,36628,2,0,1.0,11315.0,2010.0,Distance Learning,1.0,Student (Specialist),Русский,university,1
2306,7614,1,1,1.0,182.0,0.0,Full-time,2.0,Student (Specialist),Русский,university,1
2307,45957,1,0,1.0,369.0,2015.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2308,45233,1,1,1.0,1021.0,2014.0,Full-time,4.0,Alumnus (Specialist),English;Русский,university,1
2309,91456,1,0,1.0,192.0,2011.0,Full-time,4.0,Alumnus (Master's),Русский;English;Українська;Français,work,1
2310,79194,2,1,1.0,47.0,0.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
2311,64979,2,0,1.0,489.0,2013.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
2312,16700,2,0,1.0,103.0,2018.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский;Удмурт;English,university,0
2313,88259,2,1,1.0,36.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,work,0
2314,63202,2,1,1.0,39.0,2017.0,Full-time,4.0,Alumnus (Specialist),Русский;Deutsch;English,university,1
2315,94103,2,1,1.0,128.0,2007.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,0
2316,81671,2,1,1.0,278.0,2011.0,Part-time,1.0,Student (Bachelor's),Русский,university,0
2318,73260,1,1,1.0,24.0,1987.0,Full-time,6.0,Alumnus (Bachelor's),False,university,0
2319,5641,2,0,1.0,186.0,2009.0,Full-time,1.0,Alumnus (Specialist),Русский;English;Français,work,0
2320,74740,1,1,1.0,1799.0,0.0,Full-time,0.0,Student (Specialist),Українська;English,university,1
2321,96250,2,0,1.0,97.0,1995.0,Full-time,1.0,Candidate of Sciences,False,work,1
2322,70486,2,1,1.0,285.0,2007.0,Full-time,1.0,Alumnus (Specialist),Русский,work,0
2323,50814,2,1,1.0,189.0,0.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
2324,92325,1,1,1.0,205.0,1983.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
2325,59895,2,1,1.0,10.0,0.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
2326,50909,2,1,1.0,55.0,0.0,Full-time,0.0,Student (Specialist),Русский,university,1
2327,84140,2,1,1.0,134.0,2008.0,Full-time,1.0,Alumnus (Specialist),English;Русский,work,1
2328,34863,1,0,1.0,1001.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Русский,work,1
2329,3361,2,1,1.0,159.0,2016.0,Distance Learning,0.0,Alumnus (Specialist),Русский,work,0
2330,45525,1,1,1.0,551.0,2013.0,Full-time,0.0,Student (Specialist),Русский,university,1
2331,7400,1,0,1.0,697.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
2332,56476,2,0,1.0,202.0,2013.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,0
2333,64998,2,1,1.0,200.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
2334,1379,2,0,1.0,382.0,2015.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,0
2335,91487,2,0,1.0,455.0,2007.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,0
2336,93702,1,1,1.0,246.0,0.0,Distance Learning,0.0,Student (Specialist),Русский;English,work,1
2337,82767,2,1,1.0,381.0,2016.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
2338,69387,2,0,1.0,177.0,2009.0,Full-time,0.0,PhD,Русский,work,0
2339,76817,2,1,1.0,483.0,2010.0,Full-time,7.0,Alumnus (Specialist),Русский,university,0
2340,48180,2,0,1.0,11.0,2009.0,Full-time,0.0,Student (Specialist),False,university,0
2341,88941,1,0,1.0,712.0,2008.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,1
2342,35143,1,1,1.0,589.0,2015.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2343,3169,1,0,1.0,179.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2344,62777,2,1,1.0,46.0,0.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
2345,53452,1,0,1.0,40.0,2001.0,Full-time,4.0,Alumnus (Master's),Русский,university,1
2346,28261,2,0,0.0,130.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
2347,44097,1,0,1.0,871.0,2010.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский,work,0
2348,84844,2,1,1.0,297.0,2019.0,Full-time,7.0,Student (Bachelor's),Українська,university,0
2349,86149,2,1,1.0,267.0,2010.0,Full-time,4.0,Student (Bachelor's),Русский,university,0
2350,95663,2,1,1.0,282.0,0.0,Full-time,0.0,Alumnus (Specialist),False,work,1
2351,24781,2,1,1.0,206.0,2012.0,Full-time,0.0,Student (Specialist),Русский,university,0
2352,36214,1,0,1.0,248.0,0.0,Full-time,2.0,Student (Bachelor's),Русский;English;日本語,university,1
2353,85796,2,1,1.0,474.0,2010.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
2354,80150,1,1,1.0,1000.0,2014.0,Distance Learning,4.0,Alumnus (Master's),Русский;English;Українська,work,1
2355,21458,2,0,1.0,291.0,2015.0,Part-time,0.0,PhD,Русский,university,0
2356,83775,2,0,1.0,52.0,2011.0,Full-time,4.0,Alumnus (Specialist),U,work,0
2357,49945,2,1,1.0,497.0,0.0,Full-time,1.0,Alumnus (Specialist),Русский,university,1
2358,15350,1,1,1.0,1394.0,2014.0,Full-time,0.0,Student (Specialist),Русский,work,1
2359,64258,2,1,1.0,210.0,2010.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,0
2360,94545,2,0,1.0,33.0,0.0,Full-time,4.0,Student (Bachelor's),Українська,university,0
2361,42461,2,1,1.0,164.0,0.0,Full-time,4.0,Student (Bachelor's),Русский;English;Deutsch,work,0
2362,48830,1,0,1.0,535.0,2015.0,Full-time,0.0,Student (Bachelor's),False,university,1
2363,35180,2,1,1.0,508.0,2003.0,Full-time,1.0,Alumnus (Specialist),Русский;English,work,0
2364,82174,1,1,1.0,55.0,2007.0,Full-time,0.0,Alumnus (Specialist),False,university,1
2366,38252,2,0,1.0,84.0,2010.0,Full-time,4.0,Student (Specialist),Русский,university,0
2367,43475,2,1,1.0,70.0,2013.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2368,13616,1,0,1.0,925.0,2005.0,Distance Learning,1.0,Alumnus (Specialist),Русский,university,1
2369,13756,1,0,1.0,47.0,2013.0,Distance Learning,0.0,Student (Specialist),Русский,university,1
2370,54373,1,0,1.0,372.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),Русский;English;Deutsch,work,1
2371,46090,2,0,1.0,17.0,2006.0,Full-time,4.0,Alumnus (Specialist),False,work,0
2372,18714,2,1,1.0,140.0,2013.0,Full-time,0.0,Undergraduate applicant,Русский;Հայերեն,university,0
2373,39695,2,0,1.0,225.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
2374,62886,1,1,1.0,6342.0,2012.0,Full-time,0.0,Student (Specialist),Русский;English,work,1
2376,12519,1,1,1.0,149.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,work,1
2377,7075,1,0,1.0,371.0,2018.0,Full-time,0.0,Student (Bachelor's),English;Русский;Français;Español;Polski,university,1
2378,34977,2,0,1.0,218.0,2011.0,Full-time,1.0,Alumnus (Specialist),Русский,university,1
2379,16086,1,0,1.0,1219.0,2005.0,Part-time,6.0,Alumnus (Bachelor's),Русский,university,1
2380,84801,2,0,1.0,310.0,0.0,Distance Learning,0.0,Student (Bachelor's),Русский,university,0
2382,9988,2,1,1.0,222.0,0.0,Full-time,4.0,Student (Specialist),Русский,university,0
2383,30347,2,1,1.0,277.0,2007.0,Distance Learning,4.0,Alumnus (Specialist),False,university,0
2384,43319,2,0,1.0,197.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
2385,15797,1,0,1.0,978.0,2016.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский;Українська;Italiano;English;Deutsch,university,1
2386,4085,1,1,1.0,197.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,university,1
2387,37259,2,1,1.0,187.0,2014.0,Full-time,4.0,Alumnus (Master's),Русский,university,0
2388,66010,1,1,1.0,27.0,2011.0,Full-time,0.0,Student (Bachelor's),False,university,1
2389,87120,2,0,1.0,202.0,2011.0,Full-time,0.0,Undergraduate applicant,Русский;English;Українська,university,0
2390,8077,1,1,1.0,259.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,university,1
2391,13509,2,1,1.0,127.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
2392,65477,1,0,1.0,795.0,2012.0,Full-time,6.0,Alumnus (Specialist),Русский,university,0
2393,10700,2,0,1.0,51.0,2005.0,Full-time,4.0,Alumnus (Specialist),False,university,0
2394,7287,2,1,1.0,601.0,2001.0,Full-time,4.0,Candidate of Sciences,Русский,work,1
2395,21723,1,1,1.0,2052.0,2019.0,Full-time,4.0,Student (Bachelor's),Русский;English;Français,university,1
2396,53686,2,1,0.0,229.0,2015.0,Full-time,0.0,Student (Specialist),Русский,work,0
2397,29583,2,0,1.0,259.0,2013.0,Full-time,4.0,PhD,Русский,work,0
2399,36638,2,0,1.0,811.0,2013.0,Distance Learning,0.0,Alumnus (Specialist),Русский,work,0
2400,86565,1,0,1.0,152.0,2012.0,Full-time,7.0,Alumnus (Specialist),False,university,1
2401,46575,2,1,1.0,174.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2402,42374,2,1,1.0,48.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
2403,94016,2,1,1.0,73.0,2009.0,Full-time,4.0,Student (Specialist),Русский,university,0
2404,30861,1,0,1.0,626.0,2014.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
2406,23265,1,1,1.0,4466.0,2011.0,Full-time,0.0,Student (Specialist),Русский,university,0
2407,70779,2,1,1.0,326.0,2018.0,Full-time,1.0,Alumnus (Master's),Русский;English,university,0
2408,4121,2,1,1.0,3071.0,2015.0,Full-time,0.0,Student (Bachelor's),Русский;Українська;English,work,1
2410,99257,2,0,1.0,133.0,2004.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
2411,17522,1,0,1.0,146.0,2011.0,Full-time,0.0,Student (Specialist),Русский,university,1
2413,22465,2,0,1.0,43.0,2021.0,Full-time,0.0,Student (Specialist),Русский,university,0
2414,58618,2,1,1.0,29.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
2415,36050,2,0,1.0,79.0,0.0,Full-time,0.0,Student (Master's),Русский,university,1
2416,53140,2,1,1.0,197.0,2009.0,Full-time,2.0,Alumnus (Master's),Русский,work,1
2417,11489,1,1,1.0,714.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
2418,6061,2,0,1.0,28.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский;Українська;English,university,0
2419,28436,2,1,1.0,27.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
2420,94966,2,1,1.0,186.0,2014.0,Full-time,6.0,Student (Specialist),Русский,university,0
2421,96902,2,1,1.0,123.0,2013.0,Full-time,4.0,Student (Specialist),Русский,work,0
2422,45408,2,1,1.0,51.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,university,0
2423,91158,2,1,1.0,111.0,2014.0,Full-time,4.0,Student (Specialist),Русский,work,1
2424,55226,2,1,1.0,44.0,2002.0,Full-time,4.0,Candidate of Sciences,False,work,0
2425,23534,2,0,1.0,28.0,2000.0,Full-time,0.0,Alumnus (Specialist),False,university,0
2426,5933,1,0,1.0,507.0,0.0,Full-time,0.0,Alumnus (Specialist),Русский;English;Italiano,university,1
2427,30691,2,1,1.0,187.0,0.0,Full-time,0.0,Student (Specialist),Русский,work,0
2428,86423,2,0,1.0,27.0,2011.0,Full-time,1.0,Alumnus (Specialist),Русский;Беларуская;English,work,0
2429,61521,1,1,1.0,985.0,2009.0,Full-time,2.0,Alumnus (Specialist),Русский;English;Français;Українська,university,1
2430,66150,1,1,1.0,164.0,2006.0,Full-time,0.0,Alumnus (Specialist),Русский;English,work,1
2431,58252,2,1,1.0,120.0,2010.0,Full-time,4.0,Student (Specialist),Русский,university,1
2432,99021,2,1,1.0,58.0,2011.0,Full-time,4.0,Undergraduate applicant,Русский,university,1
2433,10607,2,0,1.0,66.0,2016.0,Distance Learning,4.0,PhD,Русский,work,0
2434,782,1,1,1.0,637.0,2021.0,Distance Learning,0.0,Student (Bachelor's),False,university,1
2435,24086,2,0,1.0,122.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский;English,work,0
2436,56717,2,1,1.0,215.0,2012.0,Full-time,0.0,Alumnus (Bachelor's),Русский,work,1
2437,58416,2,0,0.0,81.0,2007.0,Full-time,7.0,Student (Specialist),False,work,0
2438,36913,2,0,1.0,1394.0,2015.0,Full-time,2.0,Undergraduate applicant,Русский;English;日本語,university,0
2439,38726,1,0,1.0,630.0,2012.0,Full-time,0.0,Alumnus (Master's),Українська,university,1
2440,13842,1,0,1.0,251.0,2016.0,Full-time,1.0,Student (Specialist),Русский,university,1
2441,53625,2,0,1.0,120.0,2015.0,Full-time,4.0,PhD,Русский,university,0
2442,929,1,0,1.0,108.0,0.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2443,23973,2,0,1.0,92.0,2009.0,Full-time,4.0,Undergraduate applicant,False,work,0
2444,99748,2,1,1.0,61.0,2004.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
2445,56639,1,0,1.0,35.0,2010.0,Distance Learning,0.0,Alumnus (Specialist),False,university,1
2446,86645,2,1,1.0,282.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский;English;Lietuvių;Italiano,university,1
2447,25080,2,0,1.0,698.0,2013.0,Distance Learning,0.0,Student (Specialist),Русский,university,0
2448,77180,1,0,1.0,115.0,2004.0,Distance Learning,7.0,Alumnus (Specialist),Русский,university,1
2449,59694,2,1,1.0,47.0,2011.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
2451,99535,1,0,1.0,88.0,2016.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2452,20514,1,1,1.0,264.0,2011.0,Full-time,0.0,Alumnus (Specialist),False,university,1
2453,18449,2,0,1.0,3271.0,2015.0,Full-time,1.0,Student (Specialist),Русский,university,1
2454,57574,1,0,1.0,2750.0,2012.0,Full-time,4.0,Alumnus (Master's),Русский;Українська;English,work,1
2455,22157,1,1,1.0,49.0,2002.0,Distance Learning,0.0,Student (Specialist),False,university,1
2456,88498,2,0,0.0,128.0,2010.0,Full-time,6.0,Undergraduate applicant,Русский,university,1
2457,34077,2,0,1.0,75.0,2016.0,Full-time,4.0,Student (Specialist),Українська,university,0
2458,46221,2,0,1.0,151.0,2010.0,Full-time,6.0,Alumnus (Specialist),Русский,university,1
2459,49072,2,0,1.0,61.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
2460,17881,2,0,1.0,41.0,2014.0,Full-time,0.0,Student (Bachelor's),Русский;English;Lietuvių,university,0
2461,18948,2,1,1.0,672.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
2462,26093,2,0,1.0,131.0,2011.0,Distance Learning,4.0,Student (Specialist),Русский,work,0
2463,11026,2,1,1.0,143.0,2012.0,Part-time,0.0,Student (Specialist),Русский;English,university,1
2465,59566,1,0,1.0,696.0,2015.0,Full-time,4.0,Student (Specialist),Русский;English;Deutsch,university,0
2466,43250,2,1,1.0,24.0,0.0,Full-time,0.0,Student (Bachelor's),False,university,0
2467,81286,1,0,1.0,1013.0,2013.0,Full-time,4.0,Student (Specialist),Русский,university,1
2469,36370,2,0,1.0,399.0,2015.0,Full-time,0.0,Student (Specialist),Русский,university,0
2470,59281,2,0,1.0,139.0,2010.0,Full-time,4.0,Alumnus (Specialist),Русский;Татарча,work,0
2471,71307,2,1,1.0,78.0,2009.0,Full-time,4.0,Student (Specialist),False,university,0
2472,72820,1,0,1.0,719.0,2016.0,Full-time,0.0,Student (Bachelor's),Čeština;Русский;English;Deutsch,work,1
2473,65500,1,1,1.0,567.0,2017.0,Full-time,4.0,Student (Master's),Русский;English,university,0
2474,3467,2,1,1.0,237.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
2475,55719,1,1,1.0,265.0,0.0,Full-time,0.0,Student (Bachelor's),Русский,university,1
2476,13369,1,1,1.0,30.0,2010.0,Full-time,4.0,Alumnus (Master's),Русский,university,1
2477,92125,1,0,1.0,161.0,2015.0,Full-time,0.0,Student (Bachelor's),Русский,university,1
2478,99804,2,1,1.0,10.0,0.0,Distance Learning,4.0,Student (Bachelor's),False,university,0
2479,50338,1,1,1.0,744.0,2006.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
2480,79300,1,1,1.0,862.0,2015.0,Distance Learning,0.0,Student (Specialist),Русский,university,1
2481,82700,2,0,1.0,95.0,2014.0,Full-time,0.0,Student (Specialist),Русский,university,0
2482,71669,2,1,1.0,1083.0,2010.0,Full-time,1.0,Alumnus (Bachelor's),Русский;English,work,1
2483,17067,2,1,1.0,386.0,2011.0,Full-time,4.0,Student (Specialist),Русский,work,0
2484,60406,2,1,1.0,335.0,2015.0,Full-time,0.0,Student (Bachelor's),English,university,1
2485,91218,1,1,1.0,91.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
2486,58379,1,1,1.0,449.0,2011.0,Full-time,7.0,Alumnus (Master's),Русский;Українська;English,university,1
2487,82909,2,1,1.0,260.0,2010.0,Full-time,7.0,Student (Bachelor's),Русский,university,0
2488,33495,2,1,1.0,768.0,2004.0,Full-time,0.0,Alumnus (Master's),Русский,work,1
2489,95996,1,0,1.0,424.0,2007.0,Full-time,0.0,Alumnus (Specialist),False,work,1
2491,18250,1,0,1.0,930.0,2016.0,Part-time,0.0,Student (Specialist),Русский,university,0
2492,28219,2,1,1.0,105.0,2001.0,Full-time,4.0,Alumnus (Master's),Русский,work,1
2493,69507,1,0,1.0,195.0,0.0,Full-time,4.0,Student (Bachelor's),Русский,university,0
2494,98524,2,1,1.0,148.0,2013.0,Part-time,5.0,Alumnus (Specialist),False,university,0
2495,51102,2,0,1.0,119.0,1996.0,Full-time,4.0,Alumnus (Specialist),False,university,0
2497,41780,2,0,1.0,377.0,2017.0,Full-time,0.0,Student (Specialist),Русский;Українська;Lingua Latina;English;Polski,university,0
2498,2582,2,1,1.0,53.0,2010.0,Full-time,6.0,Student (Specialist),Русский,work,0
2501,4998,2,0,1.0,159.0,1945.0,Full-time,4.0,PhD,Русский,university,0
2502,99298,1,1,1.0,1502.0,2013.0,Part-time,1.0,Student (Specialist),Русский,work,1
2503,70875,1,0,1.0,2176.0,2014.0,Full-time,4.0,Student (Specialist),Русский;English;Deutsch,university,1
2504,14739,2,0,1.0,395.0,2014.0,Full-time,0.0,Student (Specialist),Русский,university,0
2505,91621,2,1,1.0,26.0,2008.0,Full-time,1.0,Student (Bachelor's),Українська,university,0
2506,74005,1,1,1.0,1163.0,2012.0,Full-time,0.0,Student (Specialist),Русский;English;Deutsch,work,1
2507,45888,1,1,1.0,5996.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский;English,work,1
2508,87432,1,0,1.0,82.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,university,1
2509,36661,2,0,1.0,79.0,2013.0,Full-time,0.0,Student (Specialist),Русский,university,0
2510,23021,2,0,1.0,131.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,work,1
2511,8842,2,0,1.0,58.0,2009.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,0
2512,15001,2,1,1.0,17.0,2006.0,Full-time,4.0,Alumnus (Master's),Русский,university,0
2513,71815,1,1,1.0,29.0,1992.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2514,86511,1,1,1.0,1518.0,2012.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,1
2515,74719,2,1,1.0,532.0,2019.0,Full-time,0.0,Student (Bachelor's),Русский,university,1
2516,98013,1,1,1.0,906.0,1996.0,Full-time,0.0,Alumnus (Bachelor's),Русский,work,1
2517,65443,1,0,1.0,361.0,2008.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,0
2518,73868,1,1,1.0,657.0,2020.0,Full-time,0.0,Alumnus (Master's),False,university,1
2519,24390,1,0,1.0,218.0,1989.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
2520,31597,2,1,1.0,34.0,2010.0,Full-time,7.0,Student (Bachelor's),Русский,work,0
2521,86077,2,0,1.0,1201.0,2008.0,Full-time,4.0,Student (Specialist),Русский;English;Deutsch,work,1
2522,14662,2,1,1.0,530.0,0.0,Full-time,1.0,Alumnus (Specialist),Русский;Удмурт;English,university,1
2523,97208,1,0,1.0,944.0,2015.0,Full-time,4.0,Student (Bachelor's),Русский;Deutsch,work,1
2524,75817,1,1,1.0,86.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
2525,37465,1,0,1.0,3093.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,work,1
2526,18474,2,1,1.0,10.0,2009.0,Full-time,4.0,Alumnus (Bachelor's),False,work,1
2527,85943,2,0,1.0,94.0,1993.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
2528,83486,1,1,1.0,402.0,2013.0,Full-time,0.0,Student (Specialist),Русский,university,1
2529,46601,1,0,1.0,937.0,2012.0,Full-time,7.0,Alumnus (Specialist),Русский;English;Deutsch,university,1
2530,49496,2,1,1.0,189.0,2010.0,Full-time,4.0,Student (Specialist),Русский,work,0
2532,20378,2,1,1.0,480.0,2015.0,Full-time,4.0,PhD,Русский,work,0
2533,2991,2,1,1.0,179.0,2011.0,Full-time,4.0,Student (Specialist),Русский,work,0
2534,13507,2,1,1.0,167.0,2013.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
2535,2940,2,1,1.0,68.0,0.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
2536,31227,2,1,1.0,39.0,2006.0,Distance Learning,5.0,Alumnus (Specialist),Русский,university,0
2537,62487,2,0,1.0,201.0,2014.0,Full-time,6.0,Student (Bachelor's),Русский,university,0
2538,15629,2,0,1.0,58.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
2539,63420,1,1,1.0,359.0,0.0,Full-time,0.0,Student (Specialist),Русский,university,1
2540,96437,1,1,1.0,1032.0,2012.0,Full-time,4.0,Student (Master's),Русский,university,1
2541,42216,1,1,1.0,550.0,0.0,Distance Learning,4.0,Student (Bachelor's),Русский,university,1
2542,82492,2,1,1.0,163.0,2013.0,Full-time,0.0,Student (Specialist),Русский,university,0
2543,65822,2,0,1.0,216.0,2017.0,Full-time,0.0,Student (Specialist),Русский;English;Latviešu,university,0
2544,39941,2,0,1.0,276.0,2015.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
2546,4561,2,0,1.0,518.0,2017.0,Full-time,1.0,Alumnus (Specialist),Русский;English;Հայերեն,university,0
2547,60484,1,1,1.0,950.0,2017.0,Full-time,0.0,Student (Bachelor's),English;Deutsch;Русский,university,1
2548,62007,1,1,1.0,2595.0,2013.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,1
2549,97808,2,0,1.0,109.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
2550,77920,2,1,1.0,451.0,2014.0,Distance Learning,7.0,Alumnus (Specialist),Русский,work,1
2551,18964,1,1,1.0,1393.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),False,university,1
2552,84523,2,1,1.0,613.0,0.0,Distance Learning,4.0,Alumnus (Specialist),Русский,work,0
2553,59395,1,0,1.0,43.0,0.0,Full-time,4.0,Student (Bachelor's),Русский,university,1
2554,59836,2,0,1.0,190.0,2011.0,Distance Learning,1.0,PhD,False,university,0
2555,29140,1,0,1.0,61.0,2004.0,Distance Learning,0.0,Alumnus (Specialist),False,university,0
2556,60148,2,1,1.0,57.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
2557,30978,1,0,1.0,487.0,2016.0,Part-time,0.0,Alumnus (Specialist),Русский,work,1
2558,751,1,1,1.0,135.0,2012.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
2559,91594,1,0,1.0,652.0,2008.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,1
2560,80955,2,1,1.0,38.0,1993.0,Full-time,0.0,Alumnus (Specialist),English;Русский;Deutsch,university,1
2561,73121,1,1,1.0,99.0,2001.0,Full-time,4.0,Alumnus (Master's),Русский,university,1
2562,66340,1,0,1.0,591.0,2009.0,Full-time,4.0,Alumnus (Specialist),False,university,1
2563,95009,2,0,1.0,436.0,2016.0,Full-time,4.0,Undergraduate applicant,Українська,university,0
2564,50202,2,1,1.0,18.0,1999.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
2565,91346,1,1,1.0,167.0,2019.0,Part-time,0.0,Alumnus (Bachelor's),Русский;Français;English,university,1
2566,62510,2,1,1.0,96.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,university,1
2567,58271,2,1,1.0,439.0,2011.0,Distance Learning,8.0,Alumnus (Specialist),Русский;Українська;English,university,0
2568,58189,1,0,1.0,229.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
2569,97713,2,0,1.0,88.0,2007.0,Full-time,0.0,Alumnus (Bachelor's),Русский,work,0
2570,48182,2,0,1.0,1.0,2002.0,Full-time,4.0,PhD,Русский,university,1
2571,77056,1,1,1.0,1120.0,2018.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,0
2572,76149,2,1,1.0,115.0,2009.0,Full-time,1.0,Student (Specialist),False,work,1
