,bdate,education_form,relation,education_status,langs,occupation_type,career_start,career_end,result
2120,8.10,Distance Learning,1.0,Student (Bachelor's),Русский,university,False,False,0
2121,21.11,Full-time,0.0,Alumnus (Specialist),False,work,2010,False,1
2122,22.5.1983,Full-time,7.0,Alumnus (Specialist),False,university,False,False,1
2123,15.11.1990,Full-time,0.0,Student (Specialist),Русский,work,2014,False,0
2124,,Part-time,0.0,PhD,Русский,university,2005,2008,1
2125,,Full-time,0.0,Student (Specialist),Русский;English,work,2013,False,1
2126,,Full-time,0.0,Student (Specialist),Русский;अवधी,university,False,False,0
2127,4.12.1995,Full-time,0.0,Alumnus (Specialist),Русский;English,work,2015,False,1
2128,7.7.1997,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
2129,4.4.1980,Distance Learning,1.0,Student (Specialist),False,university,False,False,0
2130,,Full-time,0.0,Student (Specialist),Русский;English,work,2008,False,0
2131,4.8.1988,Distance Learning,0.0,Alumnus (Bachelor's),Русский,university,False,False,1
2132,15.1.1993,Distance Learning,0.0,Alumnus (Master's),False,work,False,False,1
2133,16.2.1996,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Italiano,university,False,False,1
2134,9.9.1991,Distance Learning,2.0,Student (Specialist),Русский,university,2009,2011,0
2135,12.8,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2136,10.7,,0.0,Alumnus (Specialist),Русский,university,False,False,1
2137,28.1,Full-time,1.0,PhD,Українська;Русский;English,university,2008,2008,1
2138,23.10,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2139,3.11.1991,Full-time,0.0,Student (Specialist),Українська;Русский;English,university,False,False,0
2140,,Full-time,4.0,Student (Specialist),False,university,False,False,1
2141,18.2.1986,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,2006,False,0
2142,15.3,Full-time,1.0,PhD,False,university,False,False,1
2143,22.5.1985,Part-time,4.0,Alumnus (Bachelor's),False,university,False,False,0
2144,12.11,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2145,20.9,Distance Learning,4.0,Alumnus (Specialist),False,work,2009,False,0
2146,23.3.1990,Full-time,0.0,Alumnus (Master's),False,university,False,False,1
2147,11.12.1985,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2148,26.6.1975,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,1
2149,17.4,,0.0,Alumnus (Master's),False,university,False,False,1
2150,15.7,Distance Learning,4.0,Student (Specialist),Русский,university,2016,2015,0
2151,,Full-time,0.0,Student (Specialist),False,work,2011,False,1
2152,5.10.1979,Full-time,0.0,Candidate of Sciences,False,,False,False,0
2153,,Distance Learning,1.0,Student (Specialist),Русский,university,False,False,1
2154,2.5.1988,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2155,16.11.1987,Full-time,4.0,Student (Bachelor's),Русский,work,2008,False,0
2156,11.7,,4.0,Alumnus (Specialist),Русский;English,work,False,False,1
2157,1.6.1988,Full-time,0.0,Student (Specialist),Русский,work,1988,False,0
2158,1.7.1987,Full-time,4.0,Alumnus (Specialist),Русский,work,2007,False,0
2159,1.4.1991,Full-time,0.0,Alumnus (Bachelor's),False,university,False,False,0
2160,24.7.1997,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
2161,15.10.1990,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
2162,,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
2163,21.7,Distance Learning,0.0,PhD,Русский,university,False,False,1
2164,,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2165,26.12.1988,Full-time,4.0,Alumnus (Specialist),Русский,work,2011,False,1
2166,31.5,Full-time,0.0,Alumnus (Specialist),Русский;English;Deutsch,university,False,False,1
2167,,Full-time,0.0,Student (Bachelor's),Русский,university,2015,2021,1
2168,12.1.2007,Part-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2169,29.8.1980,Full-time,1.0,Alumnus (Specialist),False,university,False,False,0
2170,23.12.1982,Full-time,1.0,Student (Specialist),False,university,False,False,0
2171,5.4.1978,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
2172,9.11.1986,Full-time,4.0,PhD,False,university,False,False,0
2173,11.4.1985,Part-time,4.0,Student (Specialist),False,university,False,False,0
2174,3.3.1972,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2175,27.1.1984,Full-time,4.0,Alumnus (Specialist),False,work,2014,False,1
2176,31.5.1994,,0.0,Student (Bachelor's),Русский,work,False,False,1
2177,26.11.1991,Full-time,4.0,Undergraduate applicant,Русский;Українська,work,2013,False,0
2178,7.12,Full-time,1.0,Student (Specialist),False,work,2008,False,1
2179,29.4,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2180,26.10,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
2181,8.2,Full-time,5.0,Alumnus (Specialist),Русский,work,2015,2021,1
2182,21.7.1994,Full-time,4.0,Alumnus (Bachelor's),Українська;Italiano,work,False,False,0
2183,15.1,Full-time,0.0,Student (Bachelor's),Русский;English;Deutsch,university,False,False,1
2184,30.4.1992,Full-time,4.0,Alumnus (Specialist),Русский;English,university,False,False,1
2185,26.1,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,1
2186,21.8.1980,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2187,5.7,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2188,23.10,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2189,,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,0
2190,,Distance Learning,0.0,Alumnus (Bachelor's),Русский;English;Ελληνικά,university,False,False,1
2191,26.8.1992,Full-time,0.0,Student (Specialist),English,work,2014,False,1
2192,25.9.1991,Full-time,4.0,Undergraduate applicant,Русский,university,False,False,0
2193,20.9,Distance Learning,0.0,Alumnus (Bachelor's),Русский,university,False,False,0
2194,4.10.1988,Full-time,4.0,Undergraduate applicant,Русский,university,False,False,0
2195,,Full-time,0.0,Alumnus (Master's),False,university,False,False,0
2196,29.11.1991,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,1
2197,2.9.1987,Distance Learning,1.0,Student (Specialist),Русский,work,2018,False,1
2198,1.11.1987,Full-time,4.0,PhD,Русский,university,2008,2018,0
2199,,Full-time,4.0,Alumnus (Master's),False,university,False,False,1
2200,17.6.1958,Full-time,4.0,Alumnus (Specialist),Русский,work,2000,False,1
2201,10.8.1984,Part-time,7.0,Alumnus (Specialist),Русский,university,False,False,0
2202,23.5,Full-time,1.0,Student (Specialist),False,work,2011,False,0
2203,12.7,,0.0,Student (Master's),False,university,False,False,1
2204,28.5,Full-time,1.0,Student (Bachelor's),Русский;English;Français,work,False,False,0
2205,2.7.1988,,4.0,Alumnus (Specialist),Русский,work,2006,False,1
2206,25.9,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2207,12.7.1989,Full-time,0.0,Student (Specialist),False,university,False,False,0
2208,14.5.1988,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2209,,Full-time,4.0,Student (Bachelor's),Русский,university,2006,2010,0
2210,28.2,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2007,False,0
2211,28.9.1992,Part-time,0.0,Student (Bachelor's),False,university,False,False,1
2212,14.8.1990,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
2213,22.8.1991,,0.0,Alumnus (Specialist),Русский;English,university,False,False,1
2214,23.7.1997,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
2215,,Full-time,0.0,Alumnus (Specialist),Русский,work,2011,False,0
2216,27.5,Full-time,1.0,PhD,Русский;English;Тоҷикӣ,work,2014,False,1
2217,17.4.1987,Full-time,0.0,Alumnus (Specialist),Русский,work,2009,False,1
2218,7.12,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2219,13.4.1990,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
2220,,Full-time,0.0,Student (Master's),Русский,university,False,False,1
2221,,Full-time,1.0,Alumnus (Specialist),Русский,university,2016,2017,0
2222,22.3.1982,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2223,14.7,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,1
2224,16.3,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2225,2.11.1987,Full-time,1.0,Student (Specialist),Русский,university,False,False,0
2226,10.9.1966,Distance Learning,4.0,Alumnus (Specialist),Русский,university,2001,False,1
2227,25.5,Full-time,0.0,Alumnus (Specialist),Русский,university,2005,2014,1
2228,10.6.1981,Distance Learning,0.0,Undergraduate applicant,Русский,university,False,False,0
2229,,Distance Learning,1.0,Student (Bachelor's),Русский;English;Polski;Deutsch,work,2010,False,0
2230,21.1.1990,Distance Learning,1.0,Student (Specialist),Русский;English,university,False,False,0
2231,13.5.1989,Full-time,7.0,Student (Specialist),False,university,False,False,0
2232,9.8.1999,Full-time,0.0,Student (Specialist),False,,False,False,0
2233,19.4.1995,Full-time,0.0,Alumnus (Bachelor's),Русский;English,work,2016,False,1
2234,3.3.1984,Distance Learning,0.0,Alumnus (Specialist),False,university,False,False,1
2235,18.1.1990,,0.0,Alumnus (Master's),Русский,university,2020,False,1
2236,1.1.1983,Part-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2237,8.11.1985,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2238,3.2.1977,Full-time,1.0,Candidate of Sciences,Русский,university,False,False,1
2239,10.5.1995,Full-time,0.0,Student (Bachelor's),Русский;English,work,False,False,1
2240,27.5,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2241,16.10,Full-time,0.0,Alumnus (Specialist),False,work,2005,False,1
2242,5.3.1994,Full-time,7.0,Alumnus (Bachelor's),Русский,university,False,False,1
2243,24.4,Full-time,1.0,Alumnus (Bachelor's),Русский,university,False,False,1
2244,13.6,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
2245,3.5,Full-time,2.0,Alumnus (Specialist),False,university,2004,2011,1
2246,3.2.1986,Distance Learning,0.0,Alumnus (Bachelor's),Русский,university,False,False,0
2247,16.9.1992,Full-time,1.0,Student (Specialist),Українська,university,False,False,0
2248,18.6.1992,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
2249,26.12.1988,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2250,16.9.1988,Full-time,4.0,Alumnus (Specialist),Русский,work,2010,False,0
2251,13.10.1993,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
2252,21.4.1976,Full-time,0.0,Student (Specialist),False,university,False,False,1
2253,20.1.1990,Full-time,1.0,Alumnus (Master's),Русский,work,2014,False,0
2254,11.2.1986,Full-time,4.0,Student (Specialist),False,university,False,False,0
2255,,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,0
2256,,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
2257,29.8,Full-time,4.0,Student (Specialist),False,university,False,False,0
2258,,Distance Learning,3.0,PhD,اردو,university,False,False,1
2259,6.6,Distance Learning,6.0,Student (Specialist),Русский,university,False,False,0
2260,13.10.1980,Full-time,1.0,Alumnus (Specialist),Беларуская (тарашкевiца);Беларуская;English;Русский,work,2003,False,0
2261,,,1.0,Alumnus (Master's),Українська;Русский;Polski,work,2007,False,1
2262,,Full-time,4.0,Student (Specialist),English,university,2006,2009,0
2263,2.2,,0.0,Alumnus (Bachelor's),False,university,False,False,1
2264,,,0.0,Alumnus (Specialist),Русский,university,False,False,1
2265,23.10.1985,Full-time,1.0,Alumnus (Master's),Русский,university,False,False,1
2266,22.3.1991,Full-time,4.0,Student (Specialist),Русский;English,work,2013,False,0
2267,13.8.1985,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2268,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2269,6.2,Full-time,4.0,Alumnus (Specialist),Русский,work,2011,False,1
2270,11.8.1976,Full-time,1.0,Alumnus (Specialist),Русский,work,False,False,1
2271,6.9,Full-time,7.0,Alumnus (Bachelor's),Русский,university,False,False,1
2272,12.2,Part-time,0.0,Alumnus (Specialist),False,university,False,False,1
2273,12.6,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2274,,Full-time,1.0,Student (Master's),Русский,university,False,False,0
2275,29.9.1988,,2.0,Alumnus (Specialist),False,work,False,False,1
2276,4.3,Full-time,4.0,Alumnus (Specialist),Русский;English,work,False,False,1
2277,13.9.1985,Full-time,4.0,Alumnus (Specialist),False,work,2008,False,0
2278,9.9,Full-time,0.0,Student (Specialist),False,university,False,False,1
2279,22.4.1982,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
2280,,,0.0,Student (Specialist),Español;English,university,False,False,1
2281,10.9.1970,Part-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2282,3.10,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2283,20.3.1986,Full-time,4.0,Student (Specialist),False,university,False,False,0
2284,17.3,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2285,,Full-time,4.0,Alumnus (Specialist),Русский,work,2009,False,0
2286,27.11.1990,Full-time,0.0,Student (Specialist),Русский,work,2014,False,1
2287,22.6.1988,Full-time,2.0,Alumnus (Specialist),Русский,university,False,False,1
2288,13.7.1985,Full-time,4.0,Alumnus (Specialist),False,work,False,False,0
2289,16.3,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
2290,11.5.1985,,0.0,PhD,Русский,university,False,False,1
2291,6.8.1988,Full-time,1.0,Student (Specialist),False,university,False,False,1
2292,26.6.1991,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
2293,14.12,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
2294,2.7,,4.0,Alumnus (Specialist),Русский;English,university,False,False,1
2295,,Full-time,7.0,Alumnus (Specialist),False,work,2006,False,1
2296,8.4.1991,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,0
2297,12.11.1982,Full-time,4.0,Alumnus (Specialist),Русский;English;Français;Español,work,2007,False,1
2298,30.8,Full-time,4.0,Student (Specialist),Русский,university,2010,2015,0
2299,5.11,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2300,17.1.1984,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2301,12.3.1994,Full-time,4.0,Alumnus (Specialist),Русский;Українська,university,False,False,1
2302,6.6.1988,Full-time,7.0,Alumnus (Specialist),False,university,False,False,0
2303,29.6.1960,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2304,4.11.1991,Part-time,0.0,Student (Specialist),Русский,university,False,False,1
2305,11.3,Distance Learning,1.0,Student (Specialist),Русский,university,False,False,1
2306,8.6,Full-time,2.0,Student (Specialist),Русский,university,False,False,1
2307,12.11,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2308,15.4.1992,Full-time,4.0,Alumnus (Specialist),English;Русский,university,False,False,1
2309,23.11.1987,Full-time,4.0,Alumnus (Master's),Русский;English;Українська;Français,work,False,False,1
2310,,Distance Learning,4.0,Alumnus (Specialist),Русский,university,2008,2013,0
2311,18.10.1990,Full-time,0.0,Alumnus (Specialist),Русский,work,2010,False,0
2312,,Distance Learning,0.0,Alumnus (Bachelor's),Русский;Удмурт;English,university,2003,False,0
2313,17.1,Full-time,0.0,Alumnus (Specialist),False,work,2009,False,0
2314,29.8,Full-time,4.0,Alumnus (Specialist),Русский;Deutsch;English,university,False,False,1
2315,,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,0
2316,9.11.2006,Part-time,1.0,Student (Bachelor's),Русский,university,2007,2007,0
2317,24.1,,0.0,Alumnus (Specialist),Русский;English,university,False,False,1
2318,,Full-time,6.0,Alumnus (Bachelor's),False,university,False,False,0
2319,7.2,Full-time,1.0,Alumnus (Specialist),Русский;English;Français,work,2006,False,0
2320,22.3.1992,Full-time,0.0,Student (Specialist),Українська;English,university,False,False,1
2321,31.3.1981,Full-time,1.0,Candidate of Sciences,False,work,2001,2008,1
2322,19.2.1902,Full-time,1.0,Alumnus (Specialist),Русский,work,2005,False,0
2323,22.3,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2324,,Full-time,0.0,Alumnus (Specialist),Русский,university,1977,1997,0
2325,4.10,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2326,7.2,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
2327,2.8.1985,Full-time,1.0,Alumnus (Specialist),English;Русский,work,2011,False,1
2328,3.3.1983,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2001,False,1
2329,10.11.2006,Distance Learning,0.0,Alumnus (Specialist),Русский,work,2005,False,0
2330,10.3.1990,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
2331,20.4,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2332,31.3.1988,Distance Learning,0.0,Alumnus (Specialist),Русский,university,2006,2016,0
2333,23.8,Full-time,4.0,Alumnus (Specialist),Русский,work,2016,False,0
2334,,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
2335,20.7.1985,Distance Learning,0.0,Alumnus (Specialist),Русский,university,2008,2019,0
2336,9.12.1988,Distance Learning,0.0,Student (Specialist),Русский;English,work,2014,False,1
2337,20.3.1991,Distance Learning,4.0,Student (Specialist),Русский,university,2008,2020,0
2338,10.12.1985,Full-time,0.0,PhD,Русский,work,2007,False,0
2339,13.5,Full-time,7.0,Alumnus (Specialist),Русский,university,False,False,0
2340,,Full-time,0.0,Student (Specialist),False,university,False,False,0
2341,2.10.1987,Full-time,4.0,Alumnus (Bachelor's),Русский,university,2008,2009,1
2342,4.7.1989,Full-time,0.0,Alumnus (Specialist),Русский,university,2016,2019,1
2343,14.10.1984,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2344,14.1.1989,Distance Learning,4.0,Student (Specialist),Русский,university,2008,2012,0
2345,4.10,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,1
2346,,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,1
2347,16.5,Distance Learning,0.0,Alumnus (Bachelor's),Русский,work,False,False,0
2348,24.6.1997,Full-time,7.0,Student (Bachelor's),Українська,university,False,False,0
2349,20.1.1987,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,0
2350,11.1,Full-time,0.0,Alumnus (Specialist),False,work,False,False,1
2351,6.4.1990,Full-time,0.0,Student (Specialist),Русский,university,2012,False,0
2352,30.6,Full-time,2.0,Student (Bachelor's),Русский;English;日本語,university,False,False,1
2353,29.5.1986,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
2354,28.8,Distance Learning,4.0,Alumnus (Master's),Русский;English;Українська,work,False,False,1
2355,11.2,Part-time,0.0,PhD,Русский,university,2009,2010,0
2356,,Full-time,4.0,Alumnus (Specialist),U,work,False,False,0
2357,,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
2358,9.9.1991,Full-time,0.0,Student (Specialist),Русский,work,2017,False,1
2359,,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,2010,0
2360,2.9.1991,Full-time,4.0,Student (Bachelor's),Українська,university,False,False,0
2361,,Full-time,4.0,Student (Bachelor's),Русский;English;Deutsch,work,2013,False,0
2362,4.3,Full-time,0.0,Student (Bachelor's),False,university,False,False,1
2363,28.2.1979,Full-time,1.0,Alumnus (Specialist),Русский;English,work,2003,False,0
2364,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2365,,Full-time,0.0,PhD,False,,False,False,0
2366,16.4,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
2367,7.8,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2368,27.11.1982,Distance Learning,1.0,Alumnus (Specialist),Русский,university,False,False,1
2369,30.5,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,1
2370,,Full-time,4.0,Alumnus (Bachelor's),Русский;English;Deutsch,work,2012,False,1
2371,2.6.1984,Full-time,4.0,Alumnus (Specialist),False,work,2006,False,0
2372,1.4,Full-time,0.0,Undergraduate applicant,Русский;Հայերեն,university,False,False,0
2373,23.2.1985,Full-time,4.0,Alumnus (Specialist),Русский,work,2008,False,0
2374,23.3,Full-time,0.0,Student (Specialist),Русский;English,work,2019,False,1
2375,17.8,,4.0,Alumnus (Specialist),Русский,university,False,False,1
2376,23.6,Full-time,0.0,Alumnus (Specialist),False,work,2010,False,1
2377,1.10.1996,Full-time,0.0,Student (Bachelor's),English;Русский;Français;Español;Polski,university,False,False,1
2378,,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
2379,25.6,Part-time,6.0,Alumnus (Bachelor's),Русский,university,False,False,1
2380,6.6.1996,Distance Learning,0.0,Student (Bachelor's),Русский,university,False,False,0
2381,5.7,,0.0,Alumnus (Specialist),False,university,False,False,1
2382,20.3.1990,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
2383,15.4.1984,Distance Learning,4.0,Alumnus (Specialist),False,university,False,False,0
2384,21.9.1987,Full-time,4.0,Alumnus (Specialist),Русский,work,2005,False,0
2385,19.7.1993,Distance Learning,0.0,Alumnus (Bachelor's),Русский;Українська;Italiano;English;Deutsch,university,2009,False,1
2386,25.10,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2387,15.12.1992,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,0
2388,11.8,Full-time,0.0,Student (Bachelor's),False,university,False,False,1
2389,11.6.1992,Full-time,0.0,Undergraduate applicant,Русский;English;Українська,university,False,False,0
2390,10.12.1987,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2391,9.9.1987,Full-time,4.0,Alumnus (Specialist),Русский,work,2006,False,1
2392,7.7,Full-time,6.0,Alumnus (Specialist),Русский,university,2007,2016,0
2393,12.4,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
2394,28.10.1979,Full-time,4.0,Candidate of Sciences,Русский,work,False,False,1
2395,14.3,Full-time,4.0,Student (Bachelor's),Русский;English;Français,university,2002,2014,1
2396,6.1.1991,Full-time,0.0,Student (Specialist),Русский,work,False,False,0
2397,17.11.1990,Full-time,4.0,PhD,Русский,work,2006,False,0
2398,24.2.1988,Distance Learning,0.0,PhD,Русский,,False,False,1
2399,13.9.1982,Distance Learning,0.0,Alumnus (Specialist),Русский,work,False,False,0
2400,31.8.1989,Full-time,7.0,Alumnus (Specialist),False,university,False,False,1
2401,2.6,Full-time,0.0,Alumnus (Specialist),Русский,university,2007,2012,1
2402,15.10.1984,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2403,7.1.1987,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
2404,19.3.1992,Full-time,4.0,Alumnus (Specialist),Русский,university,2014,False,1
2405,12.5,,0.0,Student (Specialist),Русский,university,False,False,1
2406,12.10,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2407,11.10,Full-time,1.0,Alumnus (Master's),Русский;English,university,False,False,0
2408,3.2,Full-time,0.0,Student (Bachelor's),Русский;Українська;English,work,2015,False,1
2409,12.1,,0.0,Student (Master's),Русский;English;Українська,university,False,False,0
2410,4.12.1982,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2411,24.4,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
2412,23.8,,0.0,Alumnus (Master's),False,university,False,False,1
2413,22.12.1995,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2414,24.3.1981,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2415,18.11,Full-time,0.0,Student (Master's),Русский,university,False,False,1
2416,,Full-time,2.0,Alumnus (Master's),Русский,work,2005,False,1
2417,23.12,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2418,30.12.1977,Full-time,4.0,Alumnus (Specialist),Русский;Українська;English,university,False,False,0
2419,3.12,Full-time,4.0,Alumnus (Specialist),Русский,work,2015,False,1
2420,8.12.1992,Full-time,6.0,Student (Specialist),Русский,university,False,False,0
2421,27.2.1991,Full-time,4.0,Student (Specialist),Русский,work,2013,False,0
2422,19.1.1984,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
2423,6.6,Full-time,4.0,Student (Specialist),Русский,work,2013,False,1
2424,9.2.1979,Full-time,4.0,Candidate of Sciences,False,work,2002,False,0
2425,25.5.1978,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
2426,21.6,Full-time,0.0,Alumnus (Specialist),Русский;English;Italiano,university,False,False,1
2427,8.9,Full-time,0.0,Student (Specialist),Русский,work,False,False,0
2428,11.1.1989,Full-time,1.0,Alumnus (Specialist),Русский;Беларуская;English,work,2013,False,0
2429,15.7.1985,Full-time,2.0,Alumnus (Specialist),Русский;English;Français;Українська,university,False,False,1
2430,18.1,Full-time,0.0,Alumnus (Specialist),Русский;English,work,2002,False,1
2431,29.4,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
2432,6.5.1988,Full-time,4.0,Undergraduate applicant,Русский,university,False,False,1
2433,4.8.1992,Distance Learning,4.0,PhD,Русский,work,2009,False,0
2434,12.4,Distance Learning,0.0,Student (Bachelor's),False,university,False,False,1
2435,6.3,Full-time,4.0,Alumnus (Specialist),Русский;English,work,2007,False,0
2436,,Full-time,0.0,Alumnus (Bachelor's),Русский,work,2016,False,1
2437,,Full-time,7.0,Student (Specialist),False,work,2005,False,0
2438,27.8,Full-time,2.0,Undergraduate applicant,Русский;English;日本語,university,2011,2015,0
2439,,Full-time,0.0,Alumnus (Master's),Українська,university,False,False,1
2440,10.8,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
2441,16.11,Full-time,4.0,PhD,Русский,university,False,False,0
2442,20.7,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2443,5.5,Full-time,4.0,Undergraduate applicant,False,work,2010,False,0
2444,13.2.1975,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
2445,,Distance Learning,0.0,Alumnus (Specialist),False,university,False,False,1
2446,28.7,Full-time,0.0,Alumnus (Specialist),Русский;English;Lietuvių;Italiano,university,False,False,1
2447,,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,0
2448,27.12,Distance Learning,7.0,Alumnus (Specialist),Русский,university,False,False,1
2449,5.9,Distance Learning,4.0,Student (Specialist),Русский,university,False,False,0
2450,30.8.1991,Full-time,1.0,Alumnus (Specialist),False,,False,False,1
2451,25.4,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2452,17.8,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2453,11.3,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
2454,19.5.1990,Full-time,4.0,Alumnus (Master's),Русский;Українська;English,work,2010,False,1
2455,10.8.1979,Distance Learning,0.0,Student (Specialist),False,university,False,False,1
2456,22.2,Full-time,6.0,Undergraduate applicant,Русский,university,1997,2008,1
2457,28.2.1991,Full-time,4.0,Student (Specialist),Українська,university,False,False,0
2458,8.3.1988,Full-time,6.0,Alumnus (Specialist),Русский,university,False,False,1
2459,18.1.1982,Distance Learning,0.0,Alumnus (Specialist),Русский,university,2003,False,1
2460,,Full-time,0.0,Student (Bachelor's),Русский;English;Lietuvių,university,False,False,0
2461,21.10.1986,Full-time,0.0,Alumnus (Specialist),Русский,work,2004,False,0
2462,5.3.1987,Distance Learning,4.0,Student (Specialist),Русский,work,2006,False,0
2463,,Part-time,0.0,Student (Specialist),Русский;English,university,False,False,1
2464,23.8.1989,Full-time,4.0,Alumnus (Specialist),Русский,,False,False,0
2465,18.8.1992,Full-time,4.0,Student (Specialist),Русский;English;Deutsch,university,2009,2014,0
2466,6.4.1925,Full-time,0.0,Student (Bachelor's),False,university,False,False,0
2467,,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
2468,7.2,,0.0,Alumnus (Specialist),Русский,work,2004,False,1
